Name,URL,Website,LinkedIn,Email,Phone,City/Region,BC Region,Category,AI Focus Areas,Year Founded,Size,Short Blurb,Key People,Latitude,Longitude,Logo,PercentComplete
"Archiact","https://www.notion.so/Archiact-240c6f799a3381bda04cfac254358e1d",0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,27
"Finger Food Studios","https://www.notion.so/Finger-Food-Studios-240c6f799a33819d9e58f7e640777abb",0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,27
"Traction on Demand","https://www.notion.so/Traction-on-Demand-240c6f799a33817d9849e58177aa0b05",0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,27
"General Fusion","https://www.notion.so/General-Fusion-240c6f799a338162b62fcdf2fd4815eb",0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,27
"Excelar Technologies","https://www.notion.so/Excelar-Technologies-23fc6f799a3381f2aa7df41a2157ffd8",1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,27
"Service BC AI Search Platform","https://www.notion.so/Service-BC-AI-Search-Platform-23fc6f799a33819d9938cdac0c303ac4",1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,27
"BC Wildfire Service AI Analytics","https://www.notion.so/BC-Wildfire-Service-AI-Analytics-23fc6f799a33814994d4e6e6bce9d31e",1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,27
"BC AI Refugee Integration Platform","https://www.notion.so/BC-AI-Refugee-Integration-Platform-23fc6f799a3381819afbd64b7a742f5b",1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,27
"Plantiga","https://www.notion.so/Plantiga-23fc6f799a3381a8b297c6d626afaa49",0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,27
"Meton AI","https://www.notion.so/Meton-AI-23fc6f799a3381028af8d81b632dbd61",0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,27
"CDL Vancouver","https://www.notion.so/CDL-Vancouver-23fc6f799a3381e49815c524beb0dc4f",0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,27
"Artificial Intelligence Underwriting Company (AIUC)","https://www.notion.so/Artificial-Intelligence-Underwriting-Company-AIUC-23fc6f799a338136a529e1fac7d2ffdb",0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,27
"Thales Canada","https://www.notion.so/Thales-Canada-23fc6f799a33812e8d33e1d12d22e597",0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,27
"Mobcoder","https://www.notion.so/Mobcoder-23fc6f799a3381f1b25bc6c89fa72a2e",0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,27
"Fujitsu Intelligence Technology","https://www.notion.so/Fujitsu-Intelligence-Technology-23fc6f799a33813ebae0e6aaa88cdace",0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,27
"Cloudburst Research","https://www.notion.so/Cloudburst-Research-23fc6f799a3381c494dfc4c7dab42d20",0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,27
"CloudMD Software & Services Inc","https://www.notion.so/CloudMD-Software-Services-Inc-240c6f799a3381edba45e7c0b2cebc9d",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"Qu Biologics Inc","https://www.notion.so/Qu-Biologics-Inc-240c6f799a338135ab6de3e9cec8aa44",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"WELL Health Technologies Corp","https://www.notion.so/WELL-Health-Technologies-Corp-240c6f799a3381bbb332f9256c0e375d",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"Arbutus Biopharma Corporation","https://www.notion.so/Arbutus-Biopharma-Corporation-240c6f799a3381b6a25ded3eb34e3999",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"Pocketed","https://www.notion.so/Pocketed-240c6f799a33812d855efcdc6b8fd2a7",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"Kater Technologies","https://www.notion.so/Kater-Technologies-240c6f799a3381c49318dceb67b2e8eb",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"Westport Fuel Systems Inc.","https://www.notion.so/Westport-Fuel-Systems-Inc-240c6f799a338131b5d9d295a807569a",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"Roomvu","https://www.notion.so/Roomvu-240c6f799a3381f8a233e058f123e090",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"Moment Energy","https://www.notion.so/Moment-Energy-240c6f799a3381abbf6dc52d754a254d",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"Phaidra","https://www.notion.so/Phaidra-240c6f799a33812192e4d72a2527ab5e",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"ZenHub","https://www.notion.so/ZenHub-240c6f799a33813e810af19fccb08754",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"Lendesk Technologies","https://www.notion.so/Lendesk-Technologies-240c6f799a3381168597f5daba437243",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"1QB Information Technologies","https://www.notion.so/1QB-Information-Technologies-240c6f799a33815db0ebde5ce56f9860",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"Canalyst","https://www.notion.so/Canalyst-240c6f799a338190802ce456a870875b",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"Tasktop Technologies","https://www.notion.so/Tasktop-Technologies-240c6f799a338196ac68cf2d703f5727",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,33
"Narval Energy Inc.","https://www.notion.so/Narval-Energy-Inc-240c6f799a3381d4bf20cc38b1b3f705",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,33
"Ocean AID","https://www.notion.so/Ocean-AID-240c6f799a33813fb059dd0b4fb7ad2e",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,33
"ChildCare Services BC AI Platform","https://www.notion.so/ChildCare-Services-BC-AI-Platform-23fc6f799a33815bb33af8403797ca98",1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,33
"Athletica","https://www.notion.so/Athletica-23fc6f799a338182a2bbe940ec42bd56",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,33
"Applied AI Research Association (AAIRA)","https://www.notion.so/Applied-AI-Research-Association-AAIRA-23fc6f799a3381929eccd2311757a9c0",0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,33
"First Nations Health Authority Digital Health","https://www.notion.so/First-Nations-Health-Authority-Digital-Health-23fc6f799a3381e9be87fb3703a2bda6",0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,33
"Toonie","https://www.notion.so/Toonie-23fc6f799a3381f09a80df0e820af991",0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,33
"Fraser Surrey Docks AI Operations","https://www.notion.so/Fraser-Surrey-Docks-AI-Operations-23fc6f799a33818787a0e2fc29fe2b80",0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,33
"Tourism Industry Association of BC AI Workshop","https://www.notion.so/Tourism-Industry-Association-of-BC-AI-Workshop-23fc6f799a338107b9fcf5a64dfff25c",0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,33
"Canadian Artificial Intelligence Safety Institute","https://www.notion.so/Canadian-Artificial-Intelligence-Safety-Institute-23fc6f799a33810f946fe616ddcadbf3",0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,33
"Consortium for Aerospace Research and Innovation in Canada","https://www.notion.so/Consortium-for-Aerospace-Research-and-Innovation-in-Canada-23fc6f799a3381d28844c496a747ba14",0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,33
"entrepreneurship@UBC Accelerate","https://www.notion.so/entrepreneurship-UBC-Accelerate-23fc6f799a3381a1b8a1f1d03e3edd3e",0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,33
"Unblocked","https://www.notion.so/Unblocked-23fc6f799a338106a9bae2a72d3ad82f",0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,33
"Defang","https://www.notion.so/Defang-23fc6f799a3381c6ac32fb6864bcec70",0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,33
"Fintel Connect","https://www.notion.so/Fintel-Connect-23fc6f799a3381f3a6b9d9a142798c61",0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,33
"SandboxAQ (Good Chemistry Acquisition)","https://www.notion.so/SandboxAQ-Good-Chemistry-Acquisition-23fc6f799a3381a8991dfe1001776942",0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,33
"Canexia Health (Imagia Canexia Health)","https://www.notion.so/Canexia-Health-Imagia-Canexia-Health-23fc6f799a338131b80ce9c8e945e5b1",0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,33
"Vision Critical (Alida)","https://www.notion.so/Vision-Critical-Alida-23fc6f799a3381de890bfb2743bf0ad7",0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,33
"UBC Artificial Intelligence Research Centre","https://www.notion.so/UBC-Artificial-Intelligence-Research-Centre-1f0c6f799a338153becdd9326b96ce91",0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,33
"Open Source: BCLawData","https://www.notion.so/Open-Source-BCLawData-1f0c6f799a3381c89e1bf62c130b6294",0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,33
"Investors: Frontier Collective","https://www.notion.so/Investors-Frontier-Collective-1f0c6f799a33812f84b5dc405db01701",0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,33
"IAMGOLD Innovation","https://www.notion.so/IAMGOLD-Innovation-240c6f799a338165a23ac3f876a5eabf",1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,40
"HealthTech Connex","https://www.notion.so/HealthTech-Connex-240c6f799a338158aad6fcb1e569c6fd",1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,40
"Rigid Robotics","https://www.notion.so/Rigid-Robotics-240c6f799a3381828bc9f503f5381116",1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,40
"Boast AI","https://www.notion.so/Boast-AI-23fc6f799a33818aa6c0c5fe10727e6d",0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,40
"UVic Coast Capital Innovation Centre","https://www.notion.so/UVic-Coast-Capital-Innovation-Centre-23fc6f799a33810ba152dc2b3d527836",0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,40
"Adiabatic Quantum Computing Conference 2025","https://www.notion.so/Adiabatic-Quantum-Computing-Conference-2025-23fc6f799a3381ac9b55dfb79ba2c19e",0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,40
"BC Cleantech CEO Alliance","https://www.notion.so/BC-Cleantech-CEO-Alliance-23fc6f799a33814d9beccb8dd4e28789",0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,40
"Pano AI BC Operations","https://www.notion.so/Pano-AI-BC-Operations-23fc6f799a338125b009ff24fe1152a4",0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,40
"Southern Cross Gold BC Operations","https://www.notion.so/Southern-Cross-Gold-BC-Operations-23fc6f799a3381628412d8a84c1490b8",0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,40
"Farmonaut BC Operations","https://www.notion.so/Farmonaut-BC-Operations-23fc6f799a338192824fc7158b97b3b9",0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,40
"Vancouver Fraser Port Authority Terminal 2","https://www.notion.so/Vancouver-Fraser-Port-Authority-Terminal-2-23fc6f799a338163834ece8f4720c21c",0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,40
"BC Manufacturing Skills Initiative","https://www.notion.so/BC-Manufacturing-Skills-Initiative-23fc6f799a33810d940fd96d005343b0",0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,40
"Tourism Innovation Lab","https://www.notion.so/Tourism-Innovation-Lab-23fc6f799a33812cbc32dc4543e5dbeb",0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,40
"TourismTechBC","https://www.notion.so/TourismTechBC-23fc6f799a3381569dd6c0436688cdc4",0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,40
"BC Data Centre AI Initiative","https://www.notion.so/BC-Data-Centre-AI-Initiative-23fc6f799a338103936ffeef0b0ba529",0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,40
"BC Hydro Clean Power Action Plan","https://www.notion.so/BC-Hydro-Clean-Power-Action-Plan-23fc6f799a33810f8e31e291376efa32",0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,40
"BC Aerospace Skills Gap Analysis Project","https://www.notion.so/BC-Aerospace-Skills-Gap-Analysis-Project-23fc6f799a3381a4a2a1fb6bda9e8bda",0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,40
"BCIT Aerospace Technology Campus","https://www.notion.so/BCIT-Aerospace-Technology-Campus-23fc6f799a33816bbd10ce74a98aa8b4",0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,40
"AQC 2025 Vancouver","https://www.notion.so/AQC-2025-Vancouver-23fc6f799a3381ba8f31e185f6a61b0a",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"Tkmlps Development Corporation","https://www.notion.so/Tkmlps-Development-Corporation-23fc6f799a3381ada479e83389e0c5bf",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"Northern Development Initiative Trust","https://www.notion.so/Northern-Development-Initiative-Trust-23fc6f799a3381bbb3f5c198a7286dbd",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"TRU Computer Science Department","https://www.notion.so/TRU-Computer-Science-Department-23fc6f799a3381c990b1f640c28b3f55",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"SFU Quantum Fabrication Centre","https://www.notion.so/SFU-Quantum-Fabrication-Centre-23fc6f799a3381a59195e3b513616d2f",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"Quantum Matter Institute","https://www.notion.so/Quantum-Matter-Institute-23fc6f799a3381cebea4debfb07b86d4",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"Quantum BC","https://www.notion.so/Quantum-BC-23fc6f799a33817a89f9cdecb69db268",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"Indigenous Digital Equity Strategy BC","https://www.notion.so/Indigenous-Digital-Equity-Strategy-BC-23fc6f799a3381838a49fea9bc1e5815",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"FNHA Digital Health Division","https://www.notion.so/FNHA-Digital-Health-Division-23fc6f799a338162bb72ef4d6a74232b",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"Yeti Farm Creative","https://www.notion.so/Yeti-Farm-Creative-23fc6f799a3381d59093ffd0ebd3d9ea",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"Disney Interactive Studios Kelowna","https://www.notion.so/Disney-Interactive-Studios-Kelowna-23fc6f799a33811eb968f79df3179a71",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"QHR Technologies","https://www.notion.so/QHR-Technologies-23fc6f799a33813185a3ff4fd10b4d94",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"UVic AI and Machine Learning Lab","https://www.notion.so/UVic-AI-and-Machine-Learning-Lab-23fc6f799a3381a08250d4ce825204fd",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"BC Tech Association Hypergrowth","https://www.notion.so/BC-Tech-Association-Hypergrowth-23fc6f799a338131ad7af17dc181998b",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"SFU AI Research Group","https://www.notion.so/SFU-AI-Research-Group-23fc6f799a3381aa9b75dc1946d1162b",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"AI4Good Canada","https://www.notion.so/AI4Good-Canada-23fc6f799a33815aa777e845afc67c71",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"Van AI Space","https://www.notion.so/Van-AI-Space-23fc6f799a3381288065c3ad16bc9129",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"Vancouver AI Academy","https://www.notion.so/Vancouver-AI-Academy-23fc6f799a338179b7f7cbf2d7387352",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"AI Summit Vancouver 2025","https://www.notion.so/AI-Summit-Vancouver-2025-23fc6f799a3381808f2adc1a009a1c5e",0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,40
"Hugo Inc","https://www.notion.so/Hugo-Inc-23fc6f799a3381df94fdcb462dd55bdf",1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,40
"Gaze AI","https://www.notion.so/Gaze-AI-23fc6f799a3381a08292f5bfad343bfd",0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,40
"Boreal Innovation Lab","https://www.notion.so/Boreal-Innovation-Lab-1f0c6f799a338195a829e7f36a33b783",0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,40
"Media: BetaKit","https://www.notion.so/Media-BetaKit-1f0c6f799a33815f8867d9d0dd3f9e57",0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,40
"AgriSense AI","https://www.notion.so/AgriSense-AI-240c6f799a338179b664d704cc4233b9",0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,47
"Forest AI Systems","https://www.notion.so/Forest-AI-Systems-240c6f799a3381b4bd74f9abc62860cb",0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,47
"Voltaiq Energy AI","https://www.notion.so/Voltaiq-Energy-AI-240c6f799a3381609418cff10e3c999e",0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,47
"CRH Medical","https://www.notion.so/CRH-Medical-240c6f799a33810ab098d331992876f3",1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,47
"BCIT Xanadu Quantum Computing Program","https://www.notion.so/BCIT-Xanadu-Quantum-Computing-Program-23fc6f799a3381f0b59fff4000a394e5",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"BC Tech Hypergrowth Program","https://www.notion.so/BC-Tech-Hypergrowth-Program-23fc6f799a3381f492c2ec65c0e08d42",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"e@UBC Accelerate","https://www.notion.so/e-UBC-Accelerate-23fc6f799a3381d085e9c28ff3f782ca",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"CICE AI Program","https://www.notion.so/CICE-AI-Program-23fc6f799a3381d488d4f40dd6e5157f",0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,47
"SFU Artificial Intelligence Research Group","https://www.notion.so/SFU-Artificial-Intelligence-Research-Group-23fc6f799a33812dbe34f3974cee4ab8",0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,47
